gene_symbol	accession_numbers	ensembl_id
IFRD1	Y10313	ENSG00000006652
IFRD2	U09585	ENSG00000214706
IFT20	AF070643	
IFT22	AK024179	ENSG00000128581
IFT27	Z80897	ENSG00000100360
IFT43	BC010436	
IFT46	AL136934	ENSG00000118096
IFT52	AF151811	ENSG00000101052
IFT57	AK001009	ENSG00000114446
IFT74	AK023707	ENSG00000096872
IFT74-AS1	AA960898, AI214381	ENSG00000234676
IFT80	AB037795	ENSG00000068885
IFT81	AF139540	ENSG00000122970
IFT88	AK058172	ENSG00000032742
IFT122	AF244930	ENSG00000163913
IFT140	AB011162	ENSG00000187535
IFT172	AB033005	ENSG00000138002
IGAD1		
IGBP1	Y08915	ENSG00000089289
IGBP1-AS1		ENSG00000203588
IGBP1-AS2		ENSG00000220925
IGBP1P1	AY168620	ENSG00000226677
IGBP1P2		
IGBP1P3		ENSG00000231552
IGBP1P4		ENSG00000250325
IGBP1P5		ENSG00000250858
IGDCC3	AF063936	ENSG00000174498
IGDCC4		ENSG00000103742
IGES		
IGF1	X00173	ENSG00000017427
IGF1R	M69229	ENSG00000140443
IGF2	M29645, AK025719	ENSG00000167244
IGF2-AS	AB030733	ENSG00000099869
IGF2BP1	AF198254	ENSG00000159217
IGF2BP2	BC021290	ENSG00000073792
IGF2BP2-AS1	AK057462	ENSG00000163915
IGF2BP3	AF117108	ENSG00000136231
IGF2R	J03528	ENSG00000197081
IGFALS	M86826	ENSG00000099769
IGFBP1		ENSG00000146678
IGFBP2		ENSG00000115457
IGFBP3		ENSG00000146674
IGFBP4	M38177	ENSG00000141753
IGFBP5		ENSG00000115461
IGFBP6		ENSG00000167779
IGFBP7	S75725	ENSG00000163453
IGFBP7-AS1		ENSG00000245067
IGFBPL1		ENSG00000137142
IGFL1	AY359013	ENSG00000188293
IGFL1P1		ENSG00000268879
IGFL1P2		ENSG00000268238
IGFL2	AY672112	ENSG00000204866
IGFL2-AS1		ENSG00000268621
IGFL3	AY358434	ENSG00000188624
IGFL4	AY672114	
IGFLR1	AK026226	ENSG00000126246
IGFN1	AY245430	ENSG00000163395
IGH		
IGHA1	J00220	ENSG00000211895
IGHA2	J00221	ENSG00000211890
IGHD	K02875	ENSG00000211898
IGHD1-1	X97051	ENSG00000236170
IGHD1-7	X13972	ENSG00000237197
IGHD1-14	X13972	ENSG00000227108
IGHD1-20	X97051	ENSG00000237020
IGHD1-26	X97051	ENSG00000211907
IGHD1OR15-1A	X55575	ENSG00000271336
IGHD1OR15-1B	X55576	ENSG00000270185
IGHD2-2	J00232	ENSG00000211931
IGHD2-8	X13972	ENSG00000211925
IGHD2-15	J00234	ENSG00000211918
IGHD2-21	J00235	ENSG00000211912
IGHD2OR15-2A	X55577	ENSG00000282599
IGHD2OR15-2B	X55578	ENSG00000282268
IGHD3-3	X13972	ENSG00000211930
IGHD3-9	X13972	ENSG00000211924
IGHD3-10	X13972	ENSG00000211923
IGHD3-16	X93614	ENSG00000211917
IGHD3-22	X93616	ENSG00000211911
IGHD3OR15-3A	X55579	ENSG00000282520
IGHD3OR15-3B	X55580	ENSG00000282089
IGHD4-4	X13972	ENSG00000233655
IGHD4-11	X13972	ENSG00000232543
IGHD4-17	X97051	ENSG00000227800
IGHD4-23	X97051	ENSG00000227196
IGHD4OR15-4A	X55581	ENSG00000271317
IGHD4OR15-4B	X55582	ENSG00000270451
IGHD5-5	X13972	ENSG00000211928
IGHD5-12	X13972	ENSG00000211921
IGHD5-18	X97051	ENSG00000211915
IGHD5-24	X97051	ENSG00000211909
IGHD5OR15-5A	X55583	ENSG00000270961
IGHD5OR15-5B	X55584	ENSG00000270824
IGHD6-6	X13972	ENSG00000228131
IGHD6-13	X13972	ENSG00000211920
IGHD6-19	X97051	ENSG00000211914
IGHD6-25	X97051	ENSG00000225825
IGHD7-27	J00256	ENSG00000236597
IGHE	J00222	ENSG00000211891
IGHEP1	J00223	ENSG00000253692
IGHEP2	K01241	ENSG00000254017
IGHG1	J00228	ENSG00000211896
IGHG2	J00230	ENSG00000211893
IGHG3	M12958	ENSG00000211897
IGHG4	K01316	ENSG00000211892
IGHGP	X06766	ENSG00000253755
IGHJ1	J00256	ENSG00000211905
IGHJ1P	J00256	ENSG00000227335
IGHJ2	J00256	ENSG00000211904
IGHJ2P	J00256	ENSG00000237547
IGHJ3	J00256	ENSG00000242887
IGHJ3P	J00256	ENSG00000237111
IGHJ4	J00256	ENSG00000240041
IGHJ5	J00256	ENSG00000242472
IGHJ6	J00256	ENSG00000211900
IGHM	X14940	ENSG00000211899
IGHMBP2	L14754	ENSG00000132740
IGHV1-2	X07448	ENSG00000211934
IGHV1-3	X62109	ENSG00000211935
IGHV1-8	M99637	
IGHV1-12	X92210	ENSG00000254174
IGHV1-14	M99639	ENSG00000253709
IGHV1-17	M99640	ENSG00000254046
IGHV1-18	M99641	ENSG00000211945
IGHV1-24	M99642	ENSG00000211950
IGHV1-38-4	KF698736	
IGHV1-45	X92209	ENSG00000211961
IGHV1-46	X92343	ENSG00000211962
IGHV1-58	M29809	ENSG00000211968
IGHV1-67	X92212	ENSG00000253274
IGHV1-68	AB019437	ENSG00000253703
IGHV1-69	L22582	ENSG00000211973
IGHV1-69-2	KF698734	ENSG00000281990
IGHV1-69D	KC713934	ENSG00000280411
IGHV1OR15-1	Z29631	ENSG00000270505
IGHV1OR15-2	L25543	ENSG00000259337
IGHV1OR15-3	Z29595	ENSG00000271288
IGHV1OR15-4	Z29596	ENSG00000270356
IGHV1OR15-5	Z29633	
IGHV1OR15-6	Z29634	ENSG00000270685
IGHV1OR15-9	L25542	ENSG00000188403
IGHV1OR16-1	Z29599	ENSG00000261704
IGHV1OR16-2	Z29600	ENSG00000259852
IGHV1OR16-3	Z29639	ENSG00000260048
IGHV1OR16-4	Z17397	ENSG00000259997
IGHV1OR21-1		ENSG00000277282
IGHV2-5	X62111	ENSG00000211937
IGHV2-10	M99647	
IGHV2-26	M99648	ENSG00000211951
IGHV2-70	L21969	ENSG00000274576
IGHV2-70D	KC713935	ENSG00000211974
IGHV2OR16-5	L25544	ENSG00000259303
IGHV3-6	M99650	ENSG00000253763
IGHV3-7	M99649	ENSG00000211938
IGHV3-9	M99651	
IGHV3-11	M99652	ENSG00000211941
IGHV3-13	X92217	ENSG00000211942
IGHV3-15	X92216	ENSG00000211943
IGHV3-16	M99655	ENSG00000211944
IGHV3-19	M99656	ENSG00000253883
IGHV3-20	M99657	ENSG00000211946
IGHV3-21	Z14073	ENSG00000211947
IGHV3-22	M99659	ENSG00000253957
IGHV3-23	M99660	ENSG00000211949
IGHV3-25	M99661	ENSG00000253441
IGHV3-29	M99662	ENSG00000270474
IGHV3-30	M83134	ENSG00000270550
IGHV3-30-2	AB019439	ENSG00000253587
IGHV3-30-3	X92283	
IGHV3-30-5	M83134	
IGHV3-32	M99664	ENSG00000254289
IGHV3-33	L06618	ENSG00000211955
IGHV3-33-2	AB019439	ENSG00000253440
IGHV3-35	M99666	ENSG00000211957
IGHV3-36	M99667	ENSG00000253240
IGHV3-37	M99668	ENSG00000253359
IGHV3-38	M99669	ENSG00000211958
IGHV3-38-3	KF698732	
IGHV3-41	M99670	ENSG00000278473
IGHV3-42	M99671	ENSG00000254228
IGHV3-43	M99672	ENSG00000232216
IGHV3-43D	KC713950	
IGHV3-47	Z18900	ENSG00000229092
IGHV3-48	M99675	ENSG00000211964
IGHV3-49	M99676	ENSG00000211965
IGHV3-50	M99677	ENSG00000253241
IGHV3-52	M99678	ENSG00000253545
IGHV3-53	M99679	ENSG00000211967
IGHV3-54	M99680	ENSG00000275475
IGHV3-57	M29815	ENSG00000253759
IGHV3-60	M29813	ENSG00000253742
IGHV3-62	M29814	ENSG00000253132
IGHV3-63	M99681	ENSG00000253936
IGHV3-64	M99682	ENSG00000223648
IGHV3-64D	KC713941	ENSG00000282639
IGHV3-65	Z27503	ENSG00000253209
IGHV3-66	X92218	ENSG00000211972
IGHV3-69-1	AJ879484	ENSG00000282600
IGHV3-71	AB019437	ENSG00000254056
IGHV3-72	X92206	ENSG00000225698
IGHV3-73	Z27508	ENSG00000211976
IGHV3-74	Z12353	ENSG00000224650
IGHV3-75	Z27510	ENSG00000254176
IGHV3-76	Z12341	ENSG00000253247
IGHV3-79	AB019437	ENSG00000275747
IGHV3OR15-7	Z29597	ENSG00000259490
IGHV3OR16-6	L25545	ENSG00000270864
IGHV3OR16-7	Z29604	ENSG00000271620
IGHV3OR16-8	Z29605	ENSG00000271130
IGHV3OR16-9	Z29606	ENSG00000270472
IGHV3OR16-10	Z29607	ENSG00000233732
IGHV3OR16-11	Z29608	ENSG00000270318
IGHV3OR16-12	Z29609	ENSG00000270467
IGHV3OR16-13	Z29610	ENSG00000271178
IGHV3OR16-14	Z29611	
IGHV3OR16-15	L25546	ENSG00000261834
IGHV3OR16-16	Z29613	ENSG00000259842
IGHV4-4	X62112	ENSG00000276775
IGHV4-28	X05714	ENSG00000211952
IGHV4-30-1	L10098	
IGHV4-30-2	L10089	
IGHV4-30-4	Z14238	
IGHV4-31	L10098	ENSG00000231475
IGHV4-34	X92278	ENSG00000211956
IGHV4-38-2	Z12367	
IGHV4-39	L10094	ENSG00000211959
IGHV4-55	M99685	ENSG00000254395
IGHV4-59	L10088	ENSG00000224373
IGHV4-61	M29811	ENSG00000211970
IGHV4-80	AB019437	ENSG00000283906
IGHV4OR15-8	Z29598	ENSG00000259261
IGHV5-10-1	X92227	ENSG00000282651
IGHV5-51	M99686	ENSG00000211966
IGHV5-78	X92213	ENSG00000211978
IGHV6-1	X92224	ENSG00000211933
IGHV7-4-1	L10057	ENSG00000282122
IGHV7-27	M99643	ENSG00000254326
IGHV7-34-1	AB019439	ENSG00000253325
IGHV7-40	M99644	ENSG00000253467
IGHV7-56	M29810	ENSG00000253131
IGHV7-81	Z27509	ENSG00000211979
IGHVII-1-1	AB019441	ENSG00000254279
IGHVII-15-1	AB019440	ENSG00000253458
IGHVII-20-1	AB019440	
IGHVII-22-1	AB019439	ENSG00000253345
IGHVII-26-2	AB019439	ENSG00000253482
IGHVII-28-1	AB019439	ENSG00000253149
IGHVII-30-1	AB019439	ENSG00000253491
IGHVII-30-21		ENSG00000283607
IGHVII-31-1	AB019439	
IGHVII-33-1	AB019439	ENSG00000254203
IGHVII-40-1	AB019438	ENSG00000253294
IGHVII-43-1	AB019438	ENSG00000283195
IGHVII-44-2	AB019438	ENSG00000253895
IGHVII-46-1	AB019438	ENSG00000253808
IGHVII-49-1	AB019438	ENSG00000253386
IGHVII-51-2	AB019438	ENSG00000253941
IGHVII-53-1	AB019438	ENSG00000253714
IGHVII-60-1	AB019437	ENSG00000254329
IGHVII-62-1	AB019437	ENSG00000253747
IGHVII-65-1	AB019437	ENSG00000253169
IGHVII-67-1	AB019437	ENSG00000253820
IGHVII-74-1	AB019437	ENSG00000254134
IGHVII-78-1	AB019437	ENSG00000253674
IGHVIII-2-1	AB019441	ENSG00000253780
IGHVIII-5-1	AB019440	ENSG00000253387
IGHVIII-5-2	AB019440	ENSG00000254053
IGHVIII-11-1	AB019440	ENSG00000254215
IGHVIII-13-1	AB019440	ENSG00000253412
IGHVIII-16-1	AB019440	ENSG00000283948
IGHVIII-22-2	AB019439	ENSG00000254045
IGHVIII-25-1	AB019439	ENSG00000253367
IGHVIII-26-1	AB019439	ENSG00000253462
IGHVIII-38-1	AB019439	ENSG00000253989
IGHVIII-44	M99673	ENSG00000283562
IGHVIII-47-1	AB019438	ENSG00000253862
IGHVIII-51-1	AB019438	ENSG00000254167
IGHVIII-67-2	AB019437	ENSG00000254036
IGHVIII-67-3	AB019437	ENSG00000253635
IGHVIII-67-4	AB019437	ENSG00000254052
IGHVIII-76-1	AB019437	ENSG00000253310
IGHVIII-82	AB019437	ENSG00000253303
IGHVIV-44-1	AB019438	ENSG00000253465
IGIP	AB073888, BC017422, BC041380	ENSG00000182700
IGK		
IGKC	J00241	ENSG00000211592
IGKDEL	X03957	
IGKJ1	J00242	ENSG00000211597
IGKJ2	J00242	ENSG00000211596
IGKJ3	J00242	ENSG00000211595
IGKJ4	J00242	ENSG00000211594
IGKJ5	J00242	ENSG00000211593
IGKV1-5	Z00001	ENSG00000243466
IGKV1-6	M64858	ENSG00000239855
IGKV1-8	Z00014	ENSG00000240671
IGKV1-9	Z00013	ENSG00000241755
IGKV1-12	V01577	ENSG00000243290
IGKV1-13	Z00010	ENSG00000253497
IGKV1-16	J00248	ENSG00000240864
IGKV1-17	X72808	ENSG00000240382
IGKV1-22	X71885	ENSG00000253578
IGKV1-27	X63398	ENSG00000244575
IGKV1-32	X71883	ENSG00000253870
IGKV1-33	M64856	ENSG00000242076
IGKV1-35	X71890	ENSG00000253461
IGKV1-37	X59316	ENSG00000239862
IGKV1-39	X59315	ENSG00000242371
IGKV1D-8	Z00008	ENSG00000239819
IGKV1D-12	X17263	ENSG00000278857
IGKV1D-13	X17262	ENSG00000276566
IGKV1D-16	K01323	ENSG00000241244
IGKV1D-17	X63392	ENSG00000242766
IGKV1D-22	X71887	ENSG00000253365
IGKV1D-27	Z00004	ENSG00000224607
IGKV1D-32	X71896	ENSG00000253191
IGKV1D-33	M64855	ENSG00000239975
IGKV1D-35	X71894	ENSG00000232747
IGKV1D-37	X71893	ENSG00000250036
IGKV1D-39	X59312	ENSG00000251546
IGKV1D-42	X72816	ENSG00000211633
IGKV1D-43	X72817	ENSG00000242580
IGKV1OR-2	X64640	ENSG00000156755
IGKV1OR-3	X64641	ENSG00000204776
IGKV1OR-4	X64642	
IGKV1OR1-1	M20809	ENSG00000276674
IGKV1OR2-0	Y08392	
IGKV1OR2-1	Z12367	ENSG00000235235
IGKV1OR2-2		ENSG00000223816
IGKV1OR2-3	X05102	ENSG00000204670
IGKV1OR2-6	X05103	ENSG00000271569
IGKV1OR2-9	X51879	ENSG00000271351
IGKV1OR2-11	X51885	ENSG00000270187
IGKV1OR2-108	X51887	ENSG00000231292
IGKV1OR2-118		ENSG00000270999
IGKV1OR9-1		ENSG00000204780
IGKV1OR9-2		ENSG00000225380
IGKV1OR10-1		ENSG00000237592
IGKV1OR15-118		
IGKV1OR22-1	Z00040	ENSG00000253481
IGKV1OR22-5	Z00003	ENSG00000230481
IGKV1ORY-1		
IGKV2-4	X72814	ENSG00000253435
IGKV2-10	Z00012	ENSG00000253278
IGKV2-14	X72810	ENSG00000253265
IGKV2-18	X63400	ENSG00000254157
IGKV2-19	X12692	ENSG00000253732
IGKV2-23	X71885	ENSG00000253625
IGKV2-24	X12684	ENSG00000241294
IGKV2-26	X71884	ENSG00000254098
IGKV2-28	X63397	ENSG00000244116
IGKV2-29	X63396	ENSG00000253998
IGKV2-30	X63403	ENSG00000243238
IGKV2-36	X71889	ENSG00000253487
IGKV2-38	X71888	ENSG00000253592
IGKV2-40	X59314	ENSG00000273962
IGKV2D-10	X17265	ENSG00000253906
IGKV2D-14	X72811	ENSG00000254292
IGKV2D-18	X63395	ENSG00000254220
IGKV2D-19	X71882	ENSG00000253765
IGKV2D-23	X71887	ENSG00000254345
IGKV2D-24	X63401	ENSG00000241566
IGKV2D-26	X12689	ENSG00000211623
IGKV2D-28	X12691	ENSG00000242534
IGKV2D-29	M31952	ENSG00000243264
IGKV2D-30	X63402	ENSG00000239571
IGKV2D-36	X71893	ENSG00000253127
IGKV2D-38	X71892	ENSG00000254009
IGKV2D-40	X59311	ENSG00000251039
IGKV2OR2-1	X05101	ENSG00000270748
IGKV2OR2-2	X51884	ENSG00000271402
IGKV2OR2-4	X51883	
IGKV2OR2-7	X51881	ENSG00000270450
IGKV2OR2-7D	X51881	ENSG00000271015
IGKV2OR2-8	X51880	ENSG00000278537
IGKV2OR2-10	X51886	ENSG00000276050
IGKV2OR22-3	Z00041	ENSG00000253460
IGKV2OR22-4	M20707	ENSG00000253691
IGKV3-7	X02725	ENSG00000243063
IGKV3-11	X01668	ENSG00000241351
IGKV3-15	M23090	ENSG00000244437
IGKV3-20	X12686	ENSG00000239951
IGKV3-25	X06583	ENSG00000253202
IGKV3-31	X71883	ENSG00000253158
IGKV3-34	X71891	ENSG00000253860
IGKV3D-7	X72820	ENSG00000228325
IGKV3D-11	X17264	ENSG00000211632
IGKV3D-15	X72815	ENSG00000224041
IGKV3D-20	X12687	ENSG00000211625
IGKV3D-25	X71886	ENSG00000254097
IGKV3D-31	X71896	ENSG00000253999
IGKV3D-34	X71895	ENSG00000253501
IGKV3OR2-5	X51882	ENSG00000270252
IGKV3OR2-268	X74459	ENSG00000233999
IGKV3OR22-2	Z00042	ENSG00000254264
IGKV4-1	Z00023	ENSG00000211598
IGKV5-2	X02485	ENSG00000211599
IGKV6-21	X63399	ENSG00000211611
IGKV6D-21	X12683	ENSG00000225523
IGKV6D-41	X12688	ENSG00000211626
IGKV7-3	X12682	ENSG00000197794
IGL		
IGLC1	J00252	ENSG00000211675
IGLC2	J00253	ENSG00000211677
IGLC3	J00254	ENSG00000211679
IGLC4	J03009	ENSG00000254029
IGLC5	J03010	ENSG00000254030
IGLC6	J03011	ENSG00000222037
IGLC7	X51755	ENSG00000211685
IGLCOR22-1	AL008723	ENSG00000254127
IGLCOR22-2	AL021937	ENSG00000271093
IGLJ1	X04457	ENSG00000211674
IGLJ2	M15641	ENSG00000211676
IGLJ3	M15642	ENSG00000211678
IGLJ4	X51755	ENSG00000211680
IGLJ5	X51755	ENSG00000211681
IGLJ6	M18338	ENSG00000211682
IGLJ7	X51755	ENSG00000211684
IGLJCOR18	J00255	ENSG00000265243
IGLL1	X52204	ENSG00000128322
IGLL2P	L02326	
IGLL3P	X03529	ENSG00000206066
IGLL4P	X04458	ENSG00000276427
IGLL5	M34518, M34515	ENSG00000254709
IGLON5		ENSG00000142549
IGLP1		
IGLP2		
IGLV1-36	Z73653	ENSG00000211655
IGLV1-40	M94116	ENSG00000211653
IGLV1-41	M94118	ENSG00000253818
IGLV1-44	Z73654	ENSG00000211651
IGLV1-47	Z73663	ENSG00000211648
IGLV1-50	M94112	ENSG00000211645
IGLV1-51	Z73661	ENSG00000211644
IGLV1-62	D87022	ENSG00000253823
IGLV2-5	Z73641	ENSG00000253234
IGLV2-8	X97462	ENSG00000278196
IGLV2-11	Z73657	ENSG00000211668
IGLV2-14	Z73664	ENSG00000211666
IGLV2-18	Z73642	ENSG00000211664
IGLV2-23	X14616	ENSG00000211660
IGLV2-28	X97466	ENSG00000253451
IGLV2-33	Z73643	ENSG00000211656
IGLV2-34	D87013	ENSG00000253120
IGLV3-1	X57826	ENSG00000211673
IGLV3-2	X97468	ENSG00000253963
IGLV3-4	D87024	ENSG00000226420
IGLV3-6	X97465	ENSG00000253448
IGLV3-7	X97470	ENSG00000254077
IGLV3-9	X97473	ENSG00000211670
IGLV3-10	X97464	ENSG00000211669
IGLV3-12	Z73658	ENSG00000211667
IGLV3-13	X97463	ENSG00000253590
IGLV3-15	D87015	ENSG00000253786
IGLV3-16	X97471	ENSG00000211665
IGLV3-17	X97472	ENSG00000253152
IGLV3-19	X56178	ENSG00000211663
IGLV3-21	X71966	ENSG00000211662
IGLV3-22	Z73666	ENSG00000211661
IGLV3-24	X71968	ENSG00000253822
IGLV3-25	X97474	ENSG00000211659
IGLV3-26	X97467	ENSG00000253913
IGLV3-27	D86994	ENSG00000211658
IGLV3-29	Z73644	ENSG00000253338
IGLV3-30	Z73646	ENSG00000253329
IGLV3-31	X97469	ENSG00000253920
IGLV3-32	Z73645	ENSG00000211657
IGLV4-3	X57828	ENSG00000211672
IGLV4-60	Z73667	ENSG00000211639
IGLV4-69	Z73648	ENSG00000211637
IGLV5-37	Z73672	ENSG00000211654
IGLV5-39	Z73668, KI270875	
IGLV5-45	Z73670	ENSG00000211650
IGLV5-48	Z73649	ENSG00000211647
IGLV5-52	Z73669	ENSG00000211643
IGLV6-57	Z73673	ENSG00000211640
IGLV7-35	Z73660	ENSG00000253631
IGLV7-43	X14614	ENSG00000211652
IGLV7-46	Z73674	ENSG00000211649
IGLV8-61	Z73650	ENSG00000211638
IGLV8OR8-1	Y08831	ENSG00000215177
IGLV9-49	Z73675	ENSG00000223350
IGLV10-54	Z73676	ENSG00000211642
IGLV10-67	Z73651	ENSG00000253794
IGLV11-55	D86996	ENSG00000211641
IGLVI-20	D87007	ENSG00000254240
IGLVI-38	D87009	ENSG00000253889
IGLVI-42	X14613	ENSG00000254175
IGLVI-56	D86996	ENSG00000253126
IGLVI-63	D87022	ENSG00000253752
IGLVI-68	D86993	ENSG00000254355
IGLVI-70	D86993	ENSG00000253239
IGLVIV-53	D86996	ENSG00000253935
IGLVIV-59	D87000	ENSG00000254308
IGLVIV-64	D87022	ENSG00000253242
IGLVIV-65	D87022	ENSG00000254161
IGLVIV-66-1	D87004	ENSG00000253874
IGLVIVOR22-1	AL008721	ENSG00000271138
IGLVIVOR22-2	AL021937	ENSG00000243519
IGLVV-58	D87000	ENSG00000253637
IGLVV-66	D87004	ENSG00000254075
IGLVVI-22-1	X71351	ENSG00000253546
IGLVVI-25-1	D86994	ENSG00000253779
IGLVVII-41-1	X99568	ENSG00000254073
IGSF1	AF034198	ENSG00000147255
IGSF3	AF031174	ENSG00000143061
IGSF5		ENSG00000183067
IGSF6	AJ223183	ENSG00000140749
IGSF8	AF407274	ENSG00000162729
IGSF9	AB037776	ENSG00000085552
IGSF9B	AK097578	
IGSF10	AY273815	ENSG00000152580
IGSF11	AB079879	ENSG00000144847
IGSF11-AS1		ENSG00000239877
IGSF21	AK075316	ENSG00000117154
IGSF21-AS1		ENSG00000230035
IGSF22	AK095113	ENSG00000179057
IGSF23		ENSG00000216588
IHG1		
IHH	L38517	ENSG00000163501
IK	BC051295	ENSG00000113141
IKBIP	AJ539425	ENSG00000166130
IKBKB	AF029684	ENSG00000104365
IKBKE	AB016590	ENSG00000263528
IKBKG	AF074382	ENSG00000269335
IKBKGP1		ENSG00000275882
IKZF1	U40462	ENSG00000185811
IKZF2	AF130863	ENSG00000030419
IKZF3	AF129512	ENSG00000161405
IKZF4	AF230809	ENSG00000123411
IKZF5	AF230808	ENSG00000095574
IL1A	M28983	ENSG00000115008
IL1B	M15330	ENSG00000125538
IL1F10	AY026753	ENSG00000136697
IL1R1	M27492	ENSG00000115594
IL1R1-AS1		ENSG00000226925
IL1R2	X59770	ENSG00000115590
IL1RAP	AB006537	ENSG00000196083
IL1RAPL1	AJ243874	ENSG00000169306
IL1RAPL2	AF181285	ENSG00000189108
IL1RL1	D12764	ENSG00000115602
IL1RL2	U49065	ENSG00000115598
IL1RN	M55646	ENSG00000136689
IL2	U25676	ENSG00000109471
IL2RA	X01057	ENSG00000134460
IL2RB	M26062	ENSG00000100385
IL2RG	D11086	ENSG00000147168
IL3	M14743	ENSG00000164399
IL3RA	M74782	ENSG00000185291
IL4	M23442	ENSG00000113520
IL4I1	AF293462	ENSG00000104951
IL4R	X52425	ENSG00000077238
IL5	X04688	ENSG00000113525
IL5RA	M96652	ENSG00000091181
IL6	M18403	ENSG00000136244
IL6R	X12830	ENSG00000160712
IL6R-AS1		ENSG00000228013
IL6RP1		ENSG00000234910
IL6ST	M57230	ENSG00000134352
IL6STP1		ENSG00000227018
IL7	J04156	ENSG00000104432
IL7R	M29696	ENSG00000168685
IL9	S63356	ENSG00000145839
IL9R	M84747	ENSG00000124334
IL9RP1		
IL9RP2	L39063	ENSG00000232420
IL9RP3	L39062	ENSG00000226942
IL9RP4		ENSG00000262081
IL10	M57627	ENSG00000136634
IL10RA	U00672	ENSG00000110324
IL10RB	U08988	ENSG00000243646
IL10RB-DT		ENSG00000223799
IL11	X58377	ENSG00000095752
IL11RA	Z38102	ENSG00000137070
IL12A	M65271	ENSG00000168811
IL12A-AS1	AK097161	ENSG00000244040
IL12B	M65290	ENSG00000113302
IL12RB1	U03187	ENSG00000096996
IL12RB2	U64198	ENSG00000081985
IL13	U31120	ENSG00000169194
IL13RA1	U62858	ENSG00000131724
IL13RA2	X95302	ENSG00000123496
IL15	U14407	ENSG00000164136
IL15RA	U31628	ENSG00000134470
IL16	U82972	ENSG00000172349
IL17A	U32659	ENSG00000112115
IL17B	AF184969	ENSG00000127743
IL17C	AF152099	ENSG00000124391
IL17D	AY078238	ENSG00000172458
IL17F	AF384857	ENSG00000112116
IL17RA	U58917	ENSG00000177663
IL17RB	AF212365	ENSG00000056736
IL17RC	BC006411	ENSG00000163702
IL17RD	AF494208	ENSG00000144730
IL17RE	AF458069	ENSG00000163701
IL17REL	AK123987	ENSG00000188263
IL18	U90434	ENSG00000150782
IL18BP	AF110798	ENSG00000137496
IL18R1	U43672	ENSG00000115604
IL18RAP	AF077346	ENSG00000115607
IL19	AF192498	ENSG00000142224
IL20	AF224266	ENSG00000162891
IL20RA	AF184971	ENSG00000016402
IL20RB	BC033292	ENSG00000174564
IL20RB-AS1		ENSG00000249407
IL21	AF254069	ENSG00000138684
IL21-AS1	BC045668	ENSG00000227145
IL21R	AF254067	ENSG00000103522
IL21R-AS1	AK093371	ENSG00000259954
IL22	AF279437	ENSG00000127318
IL22RA1	AF286095	ENSG00000142677
IL22RA2	AY044429	ENSG00000164485
IL23A	AB030000	ENSG00000110944
IL23R	AF461422	ENSG00000162594
IL24	U16261	ENSG00000162892
IL25	AF305200	ENSG00000166090
IL26	AJ251549	ENSG00000111536
IL27	AY099296	ENSG00000197272
IL27RA	AF053004	ENSG00000104998
IL31	AY499343	ENSG00000204671
IL31RA	AY499339	ENSG00000164509
IL32	M59807	ENSG00000008517
IL33	AB024518	ENSG00000137033
IL34	BC029804	ENSG00000157368
IL36A	AF201831	ENSG00000136694
IL36B	AF201833	ENSG00000136696
IL36G	AF200492	ENSG00000136688
IL36RN	AF201830	ENSG00000136695
IL37	AF201832	ENSG00000125571
ILDR1	BC044240	ENSG00000145103
ILDR2	AF503509	ENSG00000143195
ILF2	U10323	ENSG00000143621
ILF2P1		ENSG00000244226
ILF2P2		ENSG00000257720
ILF3	U10324	ENSG00000129351
ILF3-DT	BC007593, BC044911, DB002247	ENSG00000267100
ILK	U40282	ENSG00000166333
ILKAP	AY024365	ENSG00000132323
ILRUN	AF052106	ENSG00000196821
ILVBL	U61263	ENSG00000105135
IMMP1L		ENSG00000148950
IMMP1LP1		ENSG00000270269
IMMP1LP2		ENSG00000258159
IMMP1LP3		ENSG00000271098
IMMP2L	AF359563	ENSG00000184903
IMMT	D21094	ENSG00000132305
IMMTP1		ENSG00000229880
IMP3	AB051628	ENSG00000177971
IMP3P1		ENSG00000230589
IMP3P2		ENSG00000239722
IMP4	BC010042	ENSG00000136718
IMPA1		ENSG00000133731
IMPA1P1		ENSG00000251521
IMPA2	AF014398	ENSG00000141401
IMPACT	AB026264	ENSG00000154059
IMPAD1		ENSG00000104331
IMPDH1		ENSG00000106348
IMPDH1P1	AL354989	
IMPDH1P2		
IMPDH1P3		ENSG00000214815
IMPDH1P4		ENSG00000237206
IMPDH1P5		ENSG00000213513
IMPDH1P6		ENSG00000254294
IMPDH1P7		
IMPDH1P8		ENSG00000224728
IMPDH1P9		
IMPDH1P10		ENSG00000232133
IMPDH1P11	L19709	ENSG00000261647
IMPDH2		ENSG00000178035
IMPG1	AF017776	ENSG00000112706
IMPG2	AF173155	ENSG00000081148
INA	S78296	ENSG00000148798
INAFM1	BC022076	ENSG00000257704
INAFM2	AI125471, AI125670	ENSG00000259330
INAVA	AK001763, BC106877	ENSG00000163362
INCA1	AY601906, AAT09152	ENSG00000196388
INCENP	AF282265	ENSG00000149503
INE1	Y10696	ENSG00000224975
INE2	Y10697	
INF2	AK025709	ENSG00000203485
ING1		ENSG00000153487
ING2	AB012853	ENSG00000168556
ING3	AF074968	ENSG00000071243
ING4	AF063594	ENSG00000111653
ING5	AF189286	ENSG00000168395
INGX	AF149724	ENSG00000243468
INHA		ENSG00000123999
